ticket_id,customer_id,order_id,created_date,ticket_category,contact_channel,priority,resolution_hours,first_contact_resolved,satisfaction_score
TK0001007,C000910,O00010828,2025-12-06,促销规则,在线客服,中,14.47,否,4
TK0001008,C004125,O00010837,2025-10-19,安装使用,电话,中,17.52,否,4
TK0001009,C000399,O00010852,2026-04-27,物流咨询,电话,中,21.82,否,4
TK0001010,C002036,O00010860,2025-12-08,发票支付,社交媒体,中,28.71,否,3
TK0001011,C000499,O00010873,2026-01-28,退换货,社交媒体,低,22.6,否,3
TK0001012,C001006,O00010913,2025-08-17,发票支付,电话,中,29.44,否,4
TK0001013,C003570,O00010926,2025-10-15,促销规则,电话,低,19.65,否,3
TK0001014,C004062,O00010935,2026-03-22,物流咨询,电话,低,33.66,否,3
TK0001015,C003816,O00010973,2026-05-30,物流咨询,社交媒体,低,13.78,否,3
TK0001016,C001978,O00010976,2025-09-24,促销规则,在线客服,高,9.02,否,5
TK0001017,C004345,O00010977,2026-06-30,物流咨询,社交媒体,中,5.89,是,5
TK0001018,C004761,O00010979,2025-11-16,物流咨询,在线客服,低,9.5,否,5
TK0001019,C004066,O00011015,2025-12-31,商品质量,门店,低,34.71,否,3
TK0001020,C002420,O00011026,2025-12-28,物流咨询,在线客服,中,11.46,否,4
TK0001021,C004646,O00011044,2026-04-10,商品质量,电话,中,12.9,否,4
TK0001022,C004476,O00011045,2025-11-18,促销规则,在线客服,中,25.43,否,3
TK0001023,C004618,O00011048,2025-09-28,物流咨询,门店,紧急,7.19,是,5
TK0001024,C001621,O00011056,2026-04-15,物流咨询,社交媒体,中,7.15,是,4
TK0001025,C001172,O00011057,2025-12-21,发票支付,社交媒体,中,4.39,是,5
TK0001026,C002122,O00011070,2025-08-11,物流咨询,社交媒体,中,28.68,否,2
TK0001027,C004613,O00011094,2025-11-30,促销规则,门店,中,17.38,否,4
TK0001028,C000349,O00011099,2026-03-15,物流咨询,在线客服,低,7.31,是,4
TK0001029,C003027,O00011103,2026-03-30,商品质量,电话,高,18.29,否,3
TK0001030,C001375,O00011105,2026-04-05,商品质量,门店,中,13.26,否,4
TK0001031,C001064,O00011107,2026-03-27,商品质量,社交媒体,中,18.01,否,4
TK0001032,C002924,O00011139,2025-08-13,退换货,门店,低,10.38,否,4
TK0001033,C004764,O00011143,2026-06-12,物流咨询,门店,中,28.61,否,3
TK0001034,C004748,O00011153,2026-06-17,物流咨询,在线客服,中,19.98,否,3
TK0001035,C000254,O00011175,2025-12-20,物流咨询,社交媒体,中,20.89,否,3
TK0001036,C003376,O00011188,2026-07-01,物流咨询,门店,高,16.82,否,3
TK0001037,C000511,O00011202,2026-03-07,商品质量,在线客服,中,6.97,是,4
TK0001038,C004642,O00011218,2025-10-20,物流咨询,门店,低,11.46,否,3
TK0001039,C000931,O00011224,2025-12-06,物流咨询,门店,高,14.03,否,4
TK0001040,C001771,O00011226,2026-05-26,退换货,在线客服,低,27.92,否,3
TK0001041,C002788,O00011235,2026-01-21,促销规则,在线客服,中,18.39,否,3
TK0001042,C002194,O00011242,2026-02-16,促销规则,门店,高,20.7,否,3
TK0001043,C002208,O00011247,2025-09-14,安装使用,门店,中,15.0,否,5
TK0001044,C002518,O00011268,2026-05-24,商品质量,社交媒体,低,21.3,否,4
TK0001045,C000115,O00011270,2025-11-03,物流咨询,电话,中,26.28,否,3
TK0001046,C004277,O00011282,2025-08-14,商品质量,社交媒体,中,22.06,否,3
TK0001047,C002519,O00011288,2026-06-01,退换货,社交媒体,紧急,4.05,是,5
TK0001048,C003782,O00011295,2026-05-07,商品质量,社交媒体,高,7.39,是,4
TK0001049,C003152,O00011305,2025-10-25,物流咨询,在线客服,低,33.14,否,3
TK0001050,C002211,O00011312,2026-07-07,物流咨询,电话,中,19.01,否,3
TK0001051,C000262,O00011321,2026-07-13,退换货,在线客服,中,23.95,否,2
TK0001052,C000241,O00011337,2025-10-14,商品质量,在线客服,中,19.28,否,4
TK0001053,C004397,O00011345,2026-01-31,安装使用,社交媒体,紧急,1.54,是,5
TK0001054,C004885,O00011368,2026-01-30,物流咨询,社交媒体,低,31.49,否,3
TK0001055,C002025,O00011370,2025-09-12,物流咨询,在线客服,中,27.42,否,3
TK0001056,C002965,O00011398,2026-02-21,安装使用,在线客服,中,22.94,否,4
TK0001057,C000262,O00011402,2026-03-01,物流咨询,社交媒体,紧急,4.13,是,5
TK0001058,C001618,O00011407,2026-05-30,物流咨询,在线客服,低,24.22,否,3
TK0001059,C004746,O00011410,2025-12-14,安装使用,在线客服,低,11.72,否,4
TK0001060,C000335,O00011421,2026-01-27,物流咨询,社交媒体,低,28.48,否,3
TK0001061,C002904,O00011423,2025-12-18,退换货,电话,低,29.51,否,3
TK0001062,C002283,O00011444,2025-11-10,安装使用,在线客服,紧急,23.37,否,3
TK0001063,C002624,O00011456,2025-12-17,物流咨询,门店,中,23.63,否,3
TK0001064,C003963,O00011458,2026-01-02,促销规则,社交媒体,中,15.86,否,3
TK0001065,C002713,O00011463,2025-09-17,物流咨询,社交媒体,中,13.49,否,4
TK0001066,C000626,O00011484,2025-08-07,促销规则,在线客服,中,25.15,否,2
TK0001067,C003666,O00011487,2025-11-23,物流咨询,门店,低,6.48,是,5
TK0001068,C003309,O00011490,2025-10-24,物流咨询,在线客服,高,35.97,否,2
TK0001069,C004420,O00011492,2026-04-05,退换货,电话,中,14.93,否,4
TK0001070,C000586,O00011496,2025-11-28,促销规则,在线客服,低,35.03,否,3
TK0001071,C004451,O00011500,2025-09-13,物流咨询,电话,低,13.67,否,4
TK0001072,C001031,O00011510,2025-10-20,物流咨询,电话,紧急,34.15,否,3
TK0001073,C001688,O00011511,2025-09-28,商品质量,门店,低,19.9,否,4
TK0001074,C001368,O00011514,2026-06-07,物流咨询,门店,中,2.01,是,5
TK0001075,C001698,O00011526,2025-12-16,商品质量,在线客服,低,4.58,是,5
TK0001076,C001226,O00011532,2026-04-13,商品质量,在线客服,低,29.9,否,3
TK0001077,C002289,O00011534,2026-04-02,退换货,电话,高,10.54,否,4
TK0001078,C000130,O00011542,2025-09-25,促销规则,门店,低,8.74,否,4
TK0001079,C003264,O00011545,2025-11-22,发票支付,在线客服,高,27.13,否,3
TK0001080,C004058,O00011551,2025-10-21,物流咨询,社交媒体,中,25.65,否,3
TK0001081,C002558,O00011560,2026-06-07,物流咨询,社交媒体,高,12.28,否,4
TK0001082,C003773,O00011575,2025-12-18,物流咨询,社交媒体,中,20.03,否,4
TK0001083,C004568,O00011577,2026-06-03,促销规则,电话,低,21.31,否,3
TK0001084,C004279,O00011595,2026-06-15,促销规则,社交媒体,中,24.09,否,4
TK0001085,C001598,O00011609,2025-12-21,安装使用,在线客服,低,31.7,否,3
TK0001086,C000505,O00011648,2026-01-24,促销规则,门店,高,17.21,否,4
TK0001087,C002015,O00011658,2026-01-16,促销规则,在线客服,中,8.15,否,3
TK0001088,C003314,O00011668,2026-01-12,物流咨询,在线客服,高,3.23,是,5
TK0001089,C001207,O00011672,2026-03-16,退换货,在线客服,低,21.61,否,4
TK0001090,C001203,O00011674,2026-03-21,商品质量,在线客服,中,34.21,否,3
TK0001091,C003195,O00011680,2026-02-27,商品质量,电话,中,23.33,否,3
TK0001092,C000985,O00011695,2025-08-21,促销规则,在线客服,中,11.45,否,5
TK0001093,C002314,O00011696,2025-12-01,退换货,社交媒体,低,33.47,否,2
TK0001094,C000436,O00011708,2025-09-15,安装使用,社交媒体,中,24.99,否,4
TK0001095,C002544,O00011724,2026-05-09,物流咨询,社交媒体,中,33.3,否,3
TK0001096,C000943,O00011748,2026-05-21,退换货,社交媒体,高,31.06,否,3
TK0001097,C004825,O00011763,2026-05-12,物流咨询,电话,高,30.97,否,2
TK0001098,C003588,O00011768,2025-12-16,发票支付,在线客服,高,20.21,否,4
TK0001099,C001849,O00011772,2026-03-29,安装使用,电话,低,20.53,否,3
TK0001100,C002269,O00011795,2026-02-25,发票支付,社交媒体,低,2.84,是,4
TK0001101,C001246,O00011819,2025-11-29,物流咨询,社交媒体,中,25.81,否,4
TK0001102,C000271,O00011847,2026-06-24,商品质量,门店,中,20.99,否,4
TK0001103,C001139,O00011856,2026-05-25,促销规则,门店,中,5.25,是,4
TK0001104,C003030,O00011900,2026-03-06,退换货,在线客服,高,34.18,否,4
TK0001105,C004896,O00011903,2026-01-15,促销规则,社交媒体,中,9.81,否,5
TK0001106,C004559,O00011927,2026-05-07,物流咨询,在线客服,中,16.33,否,3
TK0001107,C002799,O00011935,2025-10-16,商品质量,社交媒体,中,9.5,否,4
TK0001108,C002869,O00011942,2025-09-16,物流咨询,在线客服,中,26.96,否,2
TK0001109,C001417,O00011945,2025-08-31,物流咨询,在线客服,中,8.4,否,3
TK0001110,C002544,O00011949,2026-04-11,商品质量,在线客服,中,12.11,否,4
TK0001111,C003451,O00011952,2025-09-21,商品质量,门店,中,10.29,否,4
TK0001112,C003933,O00011953,2025-10-18,物流咨询,在线客服,低,3.63,是,4
TK0001113,C004859,O00011956,2025-08-24,商品质量,门店,中,12.6,否,3
TK0001114,C002595,O00011976,2025-11-22,安装使用,社交媒体,紧急,22.84,否,4
TK0001115,C000130,O00011988,2026-04-10,促销规则,社交媒体,中,16.3,否,4
TK0001116,C003961,O00011993,2026-05-15,物流咨询,门店,高,14.88,否,5
TK0001117,C004135,O00011998,2026-07-22,商品质量,社交媒体,中,11.09,否,3
TK0001118,C001403,O00012016,2026-05-09,商品质量,社交媒体,低,32.9,否,3
TK0001119,C003515,O00012040,2025-11-24,商品质量,电话,低,4.38,是,5
TK0001120,C000105,O00012066,2025-09-12,物流咨询,电话,高,14.54,否,4
TK0001121,C002049,O00012071,2026-01-08,发票支付,在线客服,低,6.29,是,5
TK0001122,C002647,O00012082,2026-01-07,退换货,门店,低,31.27,否,4
TK0001123,C004946,O00012096,2025-12-27,商品质量,门店,高,35.57,否,3
TK0001124,C002510,O00012101,2026-06-30,安装使用,在线客服,低,2.78,是,4
TK0001125,C003410,O00012105,2025-08-08,商品质量,门店,中,24.52,否,3
TK0001126,C003975,O00012109,2026-04-26,发票支付,社交媒体,低,10.09,否,5
TK0001127,C004749,O00012111,2025-09-24,物流咨询,电话,中,20.59,否,3
TK0001128,C000699,O00012114,2025-10-14,安装使用,社交媒体,低,6.55,是,4
TK0001129,C003620,O00012136,2025-09-30,物流咨询,电话,中,25.46,否,4
TK0001130,C004382,O00012149,2026-03-19,促销规则,门店,中,13.31,否,4
TK0001131,C001627,O00012159,2026-02-17,退换货,电话,高,33.27,否,4
TK0001132,C002220,O00012175,2026-06-05,促销规则,门店,中,25.59,否,3
TK0001133,C000643,O00012186,2026-04-01,物流咨询,在线客服,低,8.49,否,4
TK0001134,C000902,O00012200,2026-04-20,物流咨询,在线客服,中,35.13,否,2
TK0001135,C003976,O00012224,2025-11-22,安装使用,电话,中,15.39,否,4
TK0001136,C003402,O00012233,2025-10-10,发票支付,电话,中,3.7,是,5
TK0001137,C001416,O00012234,2025-08-05,退换货,门店,中,5.27,是,5
TK0001138,C002151,O00012236,2025-10-03,商品质量,门店,中,18.29,否,4
TK0001139,C003003,O00012240,2025-12-26,商品质量,门店,高,20.73,否,4
TK0001140,C004592,O00012241,2026-03-03,促销规则,社交媒体,中,19.02,否,4
TK0001141,C000224,O00012244,2026-08-02,物流咨询,电话,高,26.38,否,4
TK0001142,C003252,O00012255,2025-09-28,安装使用,社交媒体,中,28.83,否,2
TK0001143,C003232,O00012259,2026-01-29,退换货,门店,中,34.13,否,2
TK0001144,C002225,O00012273,2025-10-11,商品质量,门店,低,3.93,是,4
TK0001145,C000150,O00012275,2026-05-19,物流咨询,在线客服,高,9.58,否,5
TK0001146,C000361,O00012279,2025-08-29,退换货,门店,低,32.93,否,4
TK0001147,C002174,O00012284,2025-11-18,商品质量,在线客服,低,9.36,否,4
TK0001148,C004941,O00012288,2026-05-01,物流咨询,在线客服,中,16.86,否,4
TK0001149,C004821,O00012300,2026-03-05,商品质量,在线客服,低,16.01,否,4
TK0001150,C000552,O00012311,2026-06-01,物流咨询,门店,中,26.04,否,4
TK0001151,C004102,O00012316,2026-08-03,退换货,电话,高,1.86,是,5
TK0001152,C004345,O00012321,2026-05-25,物流咨询,电话,中,16.65,否,3
TK0001153,C003906,O00012332,2026-05-08,退换货,电话,中,23.28,否,3
TK0001154,C002016,O00012333,2025-11-15,商品质量,门店,低,9.95,否,4
TK0001155,C002397,O00012335,2026-05-31,发票支付,社交媒体,中,32.18,否,3
TK0001156,C003466,O00012347,2025-09-13,促销规则,在线客服,中,31.9,否,3
TK0001157,C000856,O00012352,2026-03-26,物流咨询,电话,低,30.1,否,2
TK0001158,C004188,O00012372,2025-10-27,商品质量,门店,高,6.97,是,5
TK0001159,C003463,O00012373,2026-03-06,物流咨询,电话,低,33.34,否,3
TK0001160,C004155,O00012383,2026-04-19,促销规则,在线客服,低,27.41,否,4
TK0001161,C001458,O00012397,2026-06-08,商品质量,在线客服,中,7.5,是,4
TK0001162,C000679,O00012403,2025-11-24,安装使用,电话,低,2.77,是,4
TK0001163,C004379,O00012407,2026-04-18,商品质量,在线客服,中,34.53,否,3
TK0001164,C002689,O00012408,2026-01-08,发票支付,在线客服,低,14.77,否,5
TK0001165,C003874,O00012411,2026-04-11,商品质量,在线客服,高,29.14,否,3
TK0001166,C004274,O00012425,2025-10-06,促销规则,门店,中,13.36,否,4
TK0001167,C000652,O00012429,2026-04-29,物流咨询,在线客服,紧急,24.29,否,3
TK0001168,C001108,O00012431,2026-05-06,商品质量,电话,高,6.04,是,5
TK0001169,C002124,O00012434,2025-11-01,安装使用,门店,低,6.6,是,5
TK0001170,C002273,O00012435,2026-08-03,商品质量,在线客服,高,13.04,否,4
TK0001171,C000927,O00012437,2026-06-07,促销规则,门店,中,18.29,否,3
TK0001172,C001083,O00012439,2026-06-26,退换货,社交媒体,高,16.28,否,4
TK0001173,C000578,O00012442,2026-05-23,商品质量,在线客服,低,14.3,否,4
TK0001174,C003230,O00012444,2026-01-30,退换货,在线客服,中,19.12,否,3
TK0001175,C001773,O00012474,2026-01-15,物流咨询,社交媒体,中,19.04,否,3
TK0001176,C003308,O00012476,2026-04-20,退换货,门店,中,12.47,否,4
TK0001177,C001625,O00012483,2026-02-06,安装使用,门店,中,13.17,否,4
TK0001178,C002300,O00012485,2025-11-07,发票支付,门店,高,7.48,是,4
TK0001179,C000242,O00012488,2026-04-30,商品质量,门店,高,27.01,否,3
TK0001180,C001735,O00012503,2026-03-23,物流咨询,电话,中,22.46,否,3
TK0001181,C003658,O00012515,2025-12-23,退换货,电话,低,31.57,否,4
TK0001182,C003917,O00012518,2025-12-19,物流咨询,社交媒体,高,28.17,否,2
TK0001183,C002634,O00012536,2026-05-23,退换货,门店,低,11.24,否,4
TK0001184,C004379,O00012537,2025-12-08,物流咨询,社交媒体,中,7.6,是,4
TK0001185,C000384,O00012553,2025-10-20,退换货,门店,中,13.01,否,4
TK0001186,C001441,O00012562,2026-02-20,物流咨询,电话,高,8.42,否,5
TK0001187,C001510,O00012578,2026-02-27,商品质量,社交媒体,高,6.11,是,5
TK0001188,C000863,O00012583,2026-04-30,退换货,电话,低,22.82,否,3
TK0001189,C003437,O00012589,2025-12-02,物流咨询,电话,中,3.58,是,4
TK0001190,C000049,O00012590,2026-04-20,商品质量,门店,中,28.7,否,3
TK0001191,C001555,O00012591,2025-11-16,物流咨询,电话,低,3.0,是,5
TK0001192,C004621,O00012598,2025-11-25,物流咨询,电话,中,12.94,否,4
TK0001193,C003998,O00012647,2026-03-29,商品质量,在线客服,低,23.06,否,4
TK0001194,C001476,O00012658,2025-08-25,商品质量,社交媒体,低,26.21,否,4
TK0001195,C003633,O00012669,2026-07-17,物流咨询,社交媒体,低,20.46,否,3
TK0001196,C002280,O00012680,2025-11-01,商品质量,电话,中,12.59,否,5
TK0001197,C002490,O00012698,2025-11-11,物流咨询,在线客服,中,7.57,是,3
TK0001198,C004255,O00012719,2026-07-15,发票支付,门店,中,13.91,否,4
TK0001199,C001928,O00012726,2026-01-21,商品质量,社交媒体,中,23.81,否,4
TK0001200,C000537,O00012734,2026-05-29,物流咨询,社交媒体,中,15.34,否,4
TK0001201,C001202,O00012758,2025-08-16,物流咨询,门店,低,8.71,否,5
TK0001202,C000951,O00012774,2025-11-23,商品质量,社交媒体,中,32.55,否,3
TK0001203,C004628,O00012776,2026-03-27,商品质量,社交媒体,低,7.56,是,4
TK0001204,C003736,O00012791,2026-01-28,商品质量,门店,低,8.28,否,4
TK0001205,C003798,O00012808,2026-04-10,商品质量,门店,高,7.32,是,4
TK0001206,C002015,O00012814,2025-12-05,安装使用,电话,紧急,21.07,否,3
TK0001207,C003834,O00012819,2026-04-12,商品质量,电话,中,35.44,否,2
TK0001208,C002588,O00012831,2026-05-28,商品质量,电话,中,31.41,否,3
TK0001209,C000765,O00012852,2025-08-20,物流咨询,电话,中,21.09,否,3
TK0001210,C000989,O00012865,2026-03-20,物流咨询,在线客服,高,11.59,否,4
TK0001211,C003447,O00012870,2026-05-18,退换货,社交媒体,高,32.9,否,3
TK0001212,C001070,O00012880,2026-06-27,促销规则,在线客服,中,23.6,否,4
TK0001213,C000217,O00012886,2026-08-02,物流咨询,电话,中,12.09,否,4
TK0001214,C002443,O00012889,2026-06-18,促销规则,门店,紧急,2.3,是,5
TK0001215,C002225,O00012891,2025-10-17,物流咨询,在线客服,高,14.67,否,4
TK0001216,C001298,O00012900,2025-11-11,安装使用,在线客服,低,4.87,是,5
TK0001217,C002799,O00012902,2026-06-14,物流咨询,电话,中,27.03,否,3
TK0001218,C001388,O00012906,2025-10-07,物流咨询,在线客服,中,29.53,否,2
TK0001219,C002476,O00012908,2026-06-01,退换货,电话,低,28.37,否,2
TK0001220,C002265,O00012939,2025-11-07,发票支付,社交媒体,高,7.78,是,4
TK0001221,C001076,O00012942,2025-09-29,物流咨询,门店,低,23.22,否,3
TK0001222,C001452,O00012949,2026-01-02,物流咨询,电话,中,11.82,否,5
TK0001223,C003852,O00012990,2026-03-20,物流咨询,社交媒体,高,17.1,否,3
TK0001224,C001363,O00012991,2026-05-26,退换货,电话,低,8.2,否,4
TK0001225,C003250,O00012995,2026-01-09,退换货,门店,高,32.44,否,3
TK0001226,C003564,O00012998,2025-08-16,商品质量,社交媒体,低,29.18,否,4
TK0001227,C000075,O00013011,2025-09-26,促销规则,社交媒体,中,34.47,否,2
TK0001228,C003174,O00013023,2026-01-13,安装使用,社交媒体,中,11.05,否,4
TK0001229,C004111,O00013026,2026-02-16,商品质量,电话,中,21.17,否,3
TK0001230,C000556,O00013042,2026-03-28,商品质量,在线客服,高,6.47,是,5
TK0001231,C002267,O00013044,2025-12-18,促销规则,门店,低,21.22,否,4
TK0001232,C002654,O00013055,2026-05-12,商品质量,在线客服,低,8.55,否,5
TK0001233,C003392,O00013063,2025-11-02,物流咨询,门店,低,5.88,是,5
TK0001234,C004052,O00013066,2026-06-15,物流咨询,电话,低,20.46,否,3
TK0001235,C004420,O00013068,2026-01-23,商品质量,门店,中,20.87,否,4
TK0001236,C003985,O00013113,2025-09-25,退换货,社交媒体,低,31.84,否,3
TK0001237,C002880,O00013117,2025-11-29,退换货,在线客服,中,2.81,是,5
TK0001238,C003818,O00013119,2025-10-22,物流咨询,门店,低,5.92,是,4
TK0001239,C002615,O00013121,2025-09-03,物流咨询,电话,高,1.74,是,5
TK0001240,C003331,O00013135,2026-03-23,物流咨询,电话,低,3.0,是,5
TK0001241,C000301,O00013203,2025-09-09,促销规则,在线客服,中,23.06,否,4
TK0001242,C000183,O00013216,2026-07-01,物流咨询,在线客服,高,18.68,否,4
TK0001243,C003484,O00013220,2025-12-24,退换货,在线客服,紧急,27.81,否,4
TK0001244,C002994,O00013229,2026-07-27,退换货,社交媒体,高,16.59,否,4
TK0001245,C001969,O00013234,2026-03-28,商品质量,社交媒体,低,22.89,否,4
TK0001246,C004950,O00013261,2025-11-03,物流咨询,门店,低,29.33,否,2
TK0001247,C003199,O00013264,2025-10-15,商品质量,门店,低,14.15,否,4
TK0001248,C001901,O00013268,2026-04-25,安装使用,电话,低,21.3,否,4
TK0001249,C004114,O00013270,2025-11-02,促销规则,在线客服,低,16.09,否,4
TK0001250,C003647,O00013271,2025-10-24,物流咨询,社交媒体,高,3.0,是,5
TK0001251,C004477,O00013278,2026-06-11,物流咨询,在线客服,低,12.77,否,4
TK0001252,C003901,O00013288,2026-01-23,安装使用,电话,中,15.93,否,4
TK0001253,C000290,O00013307,2026-01-03,物流咨询,社交媒体,高,2.87,是,4
TK0001254,C002574,O00013318,2025-12-28,物流咨询,门店,高,28.46,否,2
TK0001255,C004883,O00013336,2026-02-28,物流咨询,门店,高,34.82,否,3
TK0001256,C001235,O00013337,2025-12-03,物流咨询,社交媒体,低,32.01,否,2
TK0001257,C002588,O00013355,2026-03-31,物流咨询,门店,中,33.91,否,3
TK0001258,C000018,O00013362,2026-05-01,物流咨询,社交媒体,高,18.55,否,4
TK0001259,C003540,O00013386,2026-05-19,安装使用,在线客服,低,16.4,否,5
TK0001260,C002054,O00013410,2025-08-21,物流咨询,门店,中,27.15,否,3
TK0001261,C003821,O00013416,2026-03-27,物流咨询,社交媒体,中,3.23,是,5
TK0001262,C003801,O00013419,2026-01-02,促销规则,社交媒体,低,31.9,否,4
TK0001263,C001418,O00013420,2026-03-16,物流咨询,电话,中,12.82,否,5
TK0001264,C003841,O00013436,2025-11-11,安装使用,在线客服,高,1.94,是,4
TK0001265,C001389,O00013437,2025-09-03,商品质量,在线客服,中,14.43,否,4
TK0001266,C004274,O00013460,2026-01-20,安装使用,在线客服,中,3.81,是,4
TK0001267,C004285,O00013484,2025-11-23,退换货,在线客服,中,24.82,否,4
TK0001268,C003125,O00013520,2026-02-01,发票支付,电话,中,27.65,否,3
TK0001269,C002988,O00013526,2025-10-13,物流咨询,电话,中,14.14,否,4
TK0001270,C004022,O00013528,2026-05-11,发票支付,电话,低,20.3,否,4
TK0001271,C003798,O00013536,2025-10-10,退换货,门店,中,22.18,否,3
TK0001272,C001275,O00013537,2025-10-17,安装使用,门店,中,30.44,否,3
TK0001273,C003212,O00013541,2025-12-12,促销规则,在线客服,低,10.18,否,4
TK0001274,C002751,O00013546,2026-06-05,促销规则,电话,中,22.82,否,3
TK0001275,C002914,O00013552,2026-04-24,商品质量,电话,中,2.03,是,5
TK0001276,C002934,O00013563,2025-11-24,促销规则,在线客服,紧急,22.56,否,4
TK0001277,C003063,O00013576,2025-10-06,安装使用,社交媒体,高,10.99,否,5
TK0001278,C003800,O00013580,2025-12-04,商品质量,电话,高,22.51,否,4
TK0001279,C003548,O00013581,2026-02-08,安装使用,社交媒体,中,2.08,是,5
TK0001280,C000348,O00013586,2025-08-15,促销规则,门店,高,1.71,是,4
TK0001281,C003367,O00013594,2026-06-22,退换货,门店,中,34.84,否,3
TK0001282,C003834,O00013595,2026-05-26,促销规则,社交媒体,低,6.74,是,5
TK0001283,C002854,O00013601,2025-10-09,发票支付,电话,高,11.4,否,5
TK0001284,C002798,O00013608,2026-03-19,物流咨询,社交媒体,中,34.92,否,2
TK0001285,C002872,O00013639,2026-05-14,商品质量,电话,中,16.58,否,4
TK0001286,C004165,O00013657,2026-03-11,退换货,门店,中,3.04,是,5
TK0001287,C000477,O00013660,2025-12-05,商品质量,门店,中,5.84,是,5
TK0001288,C003110,O00013666,2026-04-12,退换货,门店,中,35.84,否,2
TK0001289,C004503,O00013669,2026-01-28,退换货,门店,低,2.05,是,5
TK0001290,C000465,O00013698,2026-07-31,促销规则,电话,高,30.03,否,2
TK0001291,C003301,O00013704,2025-09-10,促销规则,在线客服,高,24.7,否,4
TK0001292,C001597,O00013713,2026-06-21,促销规则,在线客服,中,32.9,否,3
TK0001293,C004126,O00013714,2026-05-05,商品质量,社交媒体,紧急,31.56,否,3
TK0001294,C000707,O00013715,2026-05-02,发票支付,门店,低,22.33,否,4
TK0001295,C004975,O00013720,2026-06-12,发票支付,门店,低,16.02,否,4
TK0001296,C002809,O00013739,2026-02-05,物流咨询,电话,高,5.52,是,4
TK0001297,C001716,O00013765,2026-05-11,退换货,社交媒体,中,30.27,否,3
TK0001298,C003002,O00013771,2025-12-12,商品质量,门店,低,24.4,否,4
TK0001299,C004515,O00013797,2025-10-28,物流咨询,在线客服,高,16.06,否,4
TK0001300,C004104,O00013799,2026-02-06,物流咨询,门店,高,10.98,否,5
TK0001301,C001162,O00013800,2025-10-29,退换货,在线客服,中,1.37,是,5
TK0001302,C004697,O00013812,2025-08-27,退换货,门店,低,26.59,否,3
TK0001303,C002400,O00013815,2026-04-12,物流咨询,社交媒体,低,29.3,否,4
TK0001304,C003302,O00013821,2026-03-31,物流咨询,在线客服,低,29.48,否,3
TK0001305,C001246,O00013826,2025-10-14,物流咨询,电话,中,8.74,否,4
TK0001306,C000946,O00013837,2026-06-15,安装使用,社交媒体,中,23.42,否,3
TK0001307,C001961,O00013856,2026-02-10,商品质量,社交媒体,中,19.99,否,4
TK0001308,C003337,O00013858,2026-03-01,促销规则,电话,高,5.83,是,5
TK0001309,C004697,O00013859,2025-12-27,物流咨询,社交媒体,低,21.95,否,4
TK0001310,C000220,O00013865,2025-11-06,物流咨询,社交媒体,中,4.03,是,4
TK0001311,C002702,O00013870,2025-12-31,商品质量,门店,紧急,8.24,否,5
TK0001312,C000490,O00013878,2026-01-24,退换货,社交媒体,低,2.29,是,4
TK0001313,C000523,O00013887,2025-11-10,物流咨询,电话,高,34.03,否,2
TK0001314,C003087,O00013899,2026-03-03,物流咨询,在线客服,中,12.12,否,4
TK0001315,C001764,O00013903,2026-06-12,商品质量,社交媒体,高,11.08,否,5
TK0001316,C004149,O00013910,2026-06-24,退换货,在线客服,中,15.3,否,5
TK0001317,C004868,O00013918,2026-06-09,促销规则,门店,低,33.77,否,3
TK0001318,C002917,O00013931,2025-09-27,发票支付,电话,低,29.34,否,3
TK0001319,C001984,O00013954,2026-02-06,物流咨询,在线客服,高,2.26,是,5
TK0001320,C001108,O00013960,2026-01-25,退换货,在线客服,中,22.44,否,4
TK0001321,C000925,O00013965,2026-04-08,促销规则,电话,中,29.25,否,2
TK0001322,C000151,O00013980,2025-11-10,退换货,电话,中,10.45,否,4
TK0001323,C002770,O00013986,2026-04-03,商品质量,门店,低,5.29,是,4
TK0001324,C002958,O00014001,2026-07-04,物流咨询,门店,高,31.62,否,3
TK0001325,C002912,O00014005,2026-07-01,促销规则,在线客服,中,20.42,否,3
TK0001326,C000947,O00014012,2025-11-10,物流咨询,门店,高,20.25,否,3
TK0001327,C000847,O00014021,2026-02-22,退换货,在线客服,高,27.85,否,3
TK0001328,C001623,O00014033,2026-04-11,物流咨询,门店,中,31.17,否,2
TK0001329,C002940,O00014086,2026-04-03,物流咨询,电话,中,27.38,否,3
TK0001330,C000738,O00014092,2025-09-29,物流咨询,社交媒体,低,6.72,是,5
TK0001331,C000824,O00014100,2025-11-12,物流咨询,电话,中,32.46,否,2
TK0001332,C004430,O00014103,2026-05-31,物流咨询,电话,中,28.65,否,3
TK0001333,C002152,O00014104,2026-04-28,退换货,在线客服,高,19.02,否,4
TK0001334,C004362,O00014107,2025-11-14,物流咨询,在线客服,中,23.58,否,4
TK0001335,C000172,O00014129,2026-07-27,物流咨询,社交媒体,低,24.87,否,4
TK0001336,C000362,O00014161,2025-09-12,退换货,在线客服,低,17.88,否,4
TK0001337,C004810,O00014165,2025-09-09,退换货,社交媒体,低,1.11,是,5
TK0001338,C000683,O00014170,2026-06-09,物流咨询,电话,中,11.83,否,4
TK0001339,C003752,O00014200,2025-09-18,商品质量,电话,高,30.93,否,3
TK0001340,C001542,O00014217,2025-12-12,物流咨询,社交媒体,中,13.64,否,5
TK0001341,C003714,O00014221,2025-10-19,物流咨询,门店,紧急,18.59,否,4
