shipment_id,order_id,warehouse_id,carrier,ship_date,promised_days,actual_delivery_days,delay_days,shipping_cost,delivery_status
SH00013274,O00013274,W02,京速,2026-06-20,2,4,2,33.98,延迟
SH00013275,O00013275,W02,城际专线,2025-12-06,4,3,0,28.87,按时
SH00013276,O00013276,W05,城际专线,2025-08-03,2,4,2,42.29,延迟
SH00013277,O00013277,W03,顺达,2026-06-05,3,4,1,27.98,延迟
SH00013278,O00013278,W04,顺达,2026-06-05,4,6,2,13.18,延迟
SH00013279,O00013279,W02,迅联,2026-04-11,3,4,1,30.62,延迟
SH00013280,O00013280,W06,云仓配,2026-06-17,2,4,2,17.95,延迟
SH00013281,O00013281,W01,迅联,2025-11-05,4,4,0,37.47,按时
SH00013282,O00013282,W03,迅联,2026-05-04,2,3,1,40.82,延迟
SH00013283,O00013283,W01,城际专线,2025-10-28,2,3,1,14.44,延迟
SH00013284,O00013284,W01,云仓配,2026-04-26,4,4,0,33.76,按时
SH00013285,O00013285,W02,京速,2025-11-21,4,6,2,14.98,延迟
SH00013286,O00013286,W01,顺达,2026-02-23,3,2,0,19.02,按时
SH00013287,O00013287,W02,迅联,2025-11-18,3,2,0,26.92,按时
SH00013288,O00013288,W01,城际专线,2026-01-17,2,3,1,41.2,延迟
SH00013289,O00013289,W03,城际专线,2025-12-11,4,3,0,24.94,按时
SH00013290,O00013290,W03,云仓配,2026-01-02,3,2,0,20.4,按时
SH00013291,O00013291,W01,京速,2026-03-13,2,3,1,20.83,延迟
SH00013292,O00013292,W05,城际专线,2026-03-15,3,3,0,31.43,按时
SH00013293,O00013293,W05,迅联,2026-01-19,2,2,0,18.08,按时
SH00013294,O00013294,W06,云仓配,2025-11-11,3,5,2,25.63,延迟
SH00013295,O00013295,W06,京速,2025-12-15,3,2,0,24.82,按时
SH00013296,O00013296,W04,云仓配,2025-10-25,4,3,0,28.64,按时
SH00013297,O00013297,W02,迅联,2025-12-31,2,2,0,23.19,按时
SH00013298,O00013298,W01,云仓配,2025-12-24,3,3,0,28.26,按时
SH00013299,O00013299,W06,城际专线,2025-10-10,4,1,0,19.36,按时
SH00013300,O00013300,W04,城际专线,2026-04-29,2,1,0,19.75,按时
SH00013301,O00013301,W04,京速,2026-03-12,3,3,0,22.35,按时
SH00013302,O00013302,W06,云仓配,2026-05-15,3,3,0,37.61,按时
SH00013303,O00013303,W01,云仓配,2025-12-04,4,2,0,16.35,按时
SH00013304,O00013304,W05,云仓配,2025-08-03,4,3,0,29.16,按时
SH00013305,O00013305,W04,顺达,2026-07-13,2,1,0,29.72,按时
SH00013306,O00013306,W03,迅联,2025-08-30,4,5,1,36.83,延迟
SH00013307,O00013307,W02,城际专线,2025-12-27,2,6,4,25.59,延迟
SH00013308,O00013308,W01,京速,2026-03-03,3,5,2,41.41,延迟
SH00013309,O00013309,W01,顺达,2025-11-06,2,5,3,20.02,延迟
SH00013310,O00013310,W02,迅联,2026-02-01,2,4,2,22.79,延迟
SH00013311,O00013311,W04,京速,2025-09-08,4,5,1,12.03,延迟
SH00013312,O00013312,W03,京速,2025-11-30,3,4,1,13.6,延迟
SH00013313,O00013313,W04,城际专线,2026-04-02,4,3,0,22.87,按时
SH00013314,O00013314,W01,顺达,2025-12-05,3,7,4,29.75,延迟
SH00013315,O00013315,W03,顺达,2026-03-13,4,5,1,32.12,延迟
SH00013316,O00013316,W01,迅联,2025-09-24,2,3,1,10.63,延迟
SH00013317,O00013317,W04,云仓配,2026-02-27,4,2,0,31.69,按时
SH00013318,O00013318,W04,顺达,2025-12-29,3,6,3,24.97,延迟
SH00013319,O00013319,W03,云仓配,2025-10-04,3,3,0,22.24,按时
SH00013320,O00013320,W02,城际专线,2026-03-29,3,3,0,25.64,按时
SH00013321,O00013321,W01,迅联,2026-08-01,3,3,0,21.46,按时
SH00013322,O00013322,W01,顺达,2026-03-27,4,3,0,14.98,按时
SH00013323,O00013323,W06,京速,2025-11-29,3,5,2,18.07,延迟
SH00013324,O00013324,W03,迅联,2025-11-25,2,5,3,26.62,延迟
SH00013325,O00013325,W01,迅联,2026-06-22,3,7,4,19.49,延迟
SH00013326,O00013326,W03,城际专线,2026-02-20,2,3,1,32.04,延迟
SH00013327,O00013327,W03,迅联,2026-01-21,4,4,0,20.02,按时
SH00013328,O00013328,W01,迅联,2025-10-02,2,2,0,12.37,按时
SH00013329,O00013329,W05,城际专线,2026-05-14,3,3,0,14.27,按时
SH00013330,O00013330,W05,顺达,2026-07-27,3,2,0,20.92,按时
SH00013331,O00013331,W01,迅联,2026-05-04,2,3,1,27.73,延迟
SH00013332,O00013332,W02,城际专线,2025-09-19,4,3,0,28.95,按时
SH00013333,O00013333,W03,城际专线,2025-08-18,4,5,1,28.01,延迟
SH00013334,O00013334,W03,京速,2026-04-23,4,2,0,21.73,按时
SH00013335,O00013335,W05,顺达,2025-12-18,3,3,0,31.45,按时
SH00013336,O00013336,W04,京速,2026-02-25,2,2,0,39.48,按时
SH00013337,O00013337,W04,城际专线,2025-11-27,3,4,1,12.35,延迟
SH00013338,O00013338,W05,城际专线,2025-10-22,2,3,1,12.18,延迟
SH00013339,O00013339,W04,城际专线,2025-10-18,4,7,3,40.1,延迟
SH00013340,O00013340,W03,迅联,2026-06-16,4,2,0,27.65,按时
SH00013341,O00013341,W02,迅联,2025-12-11,3,6,3,16.11,延迟
SH00013342,O00013342,W02,迅联,2025-08-20,3,3,0,16.46,按时
SH00013343,O00013343,W02,顺达,2026-04-12,2,5,3,25.85,延迟
SH00013344,O00013344,W03,顺达,2025-11-23,3,4,1,22.89,延迟
SH00013345,O00013345,W06,迅联,2026-04-16,2,4,2,12.78,延迟
SH00013346,O00013346,W02,云仓配,2026-04-23,4,7,3,25.2,延迟
SH00013347,O00013347,W02,京速,2026-06-18,3,2,0,23.72,按时
SH00013348,O00013348,W04,迅联,2025-08-16,3,6,3,28.42,延迟
SH00013349,O00013349,W02,云仓配,2025-10-31,2,2,0,18.3,按时
SH00013350,O00013350,W06,云仓配,2025-12-27,3,2,0,16.03,按时
SH00013351,O00013351,W03,城际专线,2026-05-18,3,2,0,26.63,按时
SH00013352,O00013352,W01,京速,2026-03-03,3,3,0,26.36,按时
SH00013353,O00013353,W02,京速,2025-08-12,4,3,0,26.36,按时
SH00013354,O00013354,W04,京速,2026-05-09,3,2,0,11.18,按时
SH00013355,O00013355,W02,城际专线,2026-03-31,3,5,2,30.15,延迟
SH00013356,O00013356,W06,云仓配,2026-06-18,4,4,0,21.12,按时
SH00013357,O00013357,W01,顺达,2026-05-29,3,3,0,21.51,按时
SH00013358,O00013358,W03,云仓配,2025-10-14,4,3,0,21.08,按时
SH00013359,O00013359,W01,京速,2026-05-26,2,3,1,27.61,延迟
SH00013360,O00013360,W02,顺达,2025-12-27,2,3,1,16.26,延迟
SH00013361,O00013361,W02,迅联,2025-11-21,4,5,1,16.4,延迟
SH00013362,O00013362,W01,迅联,2026-04-26,2,2,0,36.64,按时
SH00013363,O00013363,W04,顺达,2026-05-07,2,3,1,21.54,延迟
SH00013364,O00013364,W01,迅联,2026-01-30,3,3,0,17.07,按时
SH00013365,O00013365,W06,城际专线,2026-01-21,2,3,1,16.35,延迟
SH00013366,O00013366,W03,京速,2025-12-22,2,3,1,23.43,延迟
SH00013367,O00013367,W05,云仓配,2026-02-17,4,4,0,25.96,按时
SH00013368,O00013368,W04,顺达,2026-04-07,3,2,0,22.83,按时
SH00013369,O00013369,W04,城际专线,2026-03-10,2,2,0,30.84,按时
SH00013370,O00013370,W03,顺达,2026-04-27,3,5,2,26.83,延迟
SH00013371,O00013371,W04,城际专线,2026-02-22,2,3,1,20.9,延迟
SH00013372,O00013372,W02,迅联,2026-02-03,4,2,0,30.65,按时
SH00013373,O00013373,W05,京速,2025-10-08,2,4,2,24.49,延迟
SH00013374,O00013374,W04,迅联,2026-04-15,2,3,1,29.7,延迟
SH00013375,O00013375,W04,城际专线,2025-10-20,4,5,1,27.42,延迟
SH00013376,O00013376,W01,顺达,2025-10-06,2,4,2,25.31,延迟
SH00013377,O00013377,W05,京速,2025-11-17,3,4,1,31.23,延迟
SH00013378,O00013378,W01,城际专线,2026-07-23,3,2,0,18.39,按时
SH00013379,O00013379,W04,城际专线,2026-01-24,4,3,0,27.27,按时
SH00013380,O00013380,W03,城际专线,2026-03-07,4,3,0,22.53,按时
SH00013381,O00013381,W02,迅联,2026-01-12,2,5,3,26.41,延迟
SH00013382,O00013382,W04,京速,2026-03-16,2,5,3,11.45,延迟
SH00013383,O00013383,W04,城际专线,2025-10-23,2,1,0,18.85,按时
SH00013384,O00013384,W06,云仓配,2025-10-04,3,5,2,34.19,延迟
SH00013385,O00013385,W01,云仓配,2026-05-03,4,4,0,18.29,按时
SH00013386,O00013386,W05,迅联,2026-05-19,4,2,0,30.93,按时
SH00013387,O00013387,W03,云仓配,2025-08-03,3,3,0,43.41,按时
SH00013388,O00013388,W06,迅联,2025-12-10,3,1,0,27.98,按时
SH00013389,O00013389,W05,顺达,2026-03-27,2,2,0,19.5,按时
SH00013390,O00013390,W04,京速,2025-09-23,3,2,0,25.15,按时
SH00013391,O00013391,W03,云仓配,2026-03-30,2,3,1,29.25,延迟
SH00013392,O00013392,W01,京速,2026-05-06,2,4,2,34.33,延迟
SH00013393,O00013393,W01,顺达,2026-02-02,3,3,0,28.22,按时
SH00013394,O00013394,W05,云仓配,2025-11-01,2,5,3,11.17,延迟
SH00013395,O00013395,W01,京速,2026-05-13,3,4,1,21.11,延迟
SH00013396,O00013396,W04,云仓配,2025-11-21,3,2,0,38.01,按时
SH00013397,O00013397,W04,顺达,2025-12-23,2,4,2,20.42,延迟
SH00013398,O00013398,W03,京速,2026-04-26,3,3,0,22.57,按时
SH00013399,O00013399,W06,顺达,2026-01-14,4,2,0,17.2,按时
SH00013400,O00013400,W05,云仓配,2025-10-26,2,7,5,32.24,延迟
SH00013401,O00013401,W01,城际专线,2026-04-06,4,1,0,26.28,按时
SH00013402,O00013402,W02,云仓配,2026-05-19,2,3,1,27.28,延迟
SH00013403,O00013403,W02,迅联,2025-12-01,2,4,2,21.6,延迟
SH00013404,O00013404,W04,京速,2026-04-20,2,3,1,13.03,延迟
SH00013405,O00013405,W01,云仓配,2026-03-09,2,3,1,25.79,延迟
SH00013406,O00013406,W01,京速,2025-09-19,3,4,1,34.01,延迟
SH00013407,O00013407,W06,城际专线,2026-05-15,3,4,1,28.11,延迟
SH00013408,O00013408,W01,京速,2026-03-06,4,2,0,28.91,按时
SH00013409,O00013409,W04,京速,2026-04-15,3,2,0,22.62,按时
SH00013410,O00013410,W04,云仓配,2025-08-18,2,6,4,25.7,延迟
SH00013411,O00013411,W05,顺达,2025-08-30,3,1,0,33.02,按时
SH00013412,O00013412,W05,京速,2026-02-05,2,2,0,10.97,按时
SH00013413,O00013413,W03,顺达,2025-12-29,4,3,0,24.66,按时
SH00013414,O00013414,W05,城际专线,2025-08-09,2,4,2,44.11,延迟
SH00013415,O00013415,W01,迅联,2026-01-25,3,2,0,27.65,按时
SH00013416,O00013416,W02,京速,2026-03-25,2,1,0,21.47,按时
SH00013417,O00013417,W05,云仓配,2026-04-04,4,2,0,17.76,按时
SH00013418,O00013418,W05,京速,2026-05-12,2,3,1,34.95,延迟
SH00013419,O00013419,W06,云仓配,2025-12-30,4,3,0,33.74,按时
SH00013420,O00013420,W02,城际专线,2026-03-17,2,3,1,27.14,延迟
SH00013421,O00013421,W02,云仓配,2026-01-13,3,3,0,28.58,按时
SH00013422,O00013422,W04,迅联,2026-01-30,4,2,0,27.25,按时
SH00013423,O00013423,W05,云仓配,2026-01-21,4,4,0,17.63,按时
SH00013424,O00013424,W01,云仓配,2026-03-06,3,2,0,26.49,按时
SH00013425,O00013425,W03,顺达,2026-02-18,4,2,0,18.3,按时
SH00013426,O00013426,W01,顺达,2026-05-22,4,6,2,19.43,延迟
SH00013427,O00013427,W01,城际专线,2025-11-30,3,4,1,33.7,延迟
SH00013428,O00013428,W02,云仓配,2025-08-25,3,2,0,30.98,按时
SH00013429,O00013429,W03,迅联,2025-09-03,4,4,0,24.57,按时
SH00013430,O00013430,W03,京速,2026-04-03,4,4,0,33.46,按时
SH00013431,O00013431,W02,城际专线,2025-10-06,2,2,0,29.24,按时
SH00013432,O00013432,W01,云仓配,2025-11-18,2,4,2,19.45,延迟
SH00013433,O00013433,W03,城际专线,2025-11-27,4,3,0,21.21,按时
SH00013434,O00013434,W03,迅联,2025-10-16,2,3,1,13.0,延迟
SH00013435,O00013435,W02,云仓配,2026-05-07,2,4,2,23.96,延迟
SH00013436,O00013436,W01,顺达,2025-11-02,4,5,1,27.32,延迟
SH00013437,O00013437,W01,顺达,2025-08-27,4,3,0,16.47,按时
SH00013438,O00013438,W01,城际专线,2025-12-21,4,2,0,11.73,按时
SH00013439,O00013439,W05,迅联,2025-08-21,2,4,2,35.57,延迟
SH00013440,O00013440,W01,云仓配,2025-08-29,3,3,0,32.52,按时
SH00013441,O00013441,W02,城际专线,2026-06-14,3,2,0,33.17,按时
SH00013442,O00013442,W02,京速,2025-08-26,2,6,4,21.97,延迟
SH00013443,O00013443,W04,京速,2026-05-08,4,6,2,17.9,延迟
SH00013444,O00013444,W05,京速,2026-02-04,4,6,2,28.39,延迟
SH00013445,O00013445,W02,顺达,2025-12-16,2,3,1,29.48,延迟
SH00013446,O00013446,W05,城际专线,2026-07-15,2,3,1,28.67,延迟
SH00013447,O00013447,W01,京速,2025-09-04,2,3,1,18.47,延迟
SH00013448,O00013448,W05,迅联,2026-05-03,2,2,0,29.32,按时
SH00013449,O00013449,W03,云仓配,2026-07-26,2,2,0,28.99,按时
SH00013450,O00013450,W05,顺达,2026-01-27,3,2,0,16.3,按时
SH00013451,O00013451,W05,城际专线,2026-05-05,4,2,0,27.26,按时
SH00013452,O00013452,W03,顺达,2026-03-13,3,5,2,34.67,延迟
SH00013453,O00013453,W01,迅联,2025-12-07,2,6,4,27.96,延迟
SH00013454,O00013454,W05,迅联,2026-04-29,3,5,2,12.67,延迟
SH00013455,O00013455,W04,城际专线,2026-05-06,3,7,4,24.34,延迟
SH00013456,O00013456,W03,京速,2026-04-13,4,5,1,36.81,延迟
SH00013457,O00013457,W01,云仓配,2026-04-29,3,2,0,21.69,按时
SH00013458,O00013458,W04,城际专线,2025-08-13,3,4,1,28.18,延迟
SH00013459,O00013459,W03,京速,2026-06-15,2,3,1,14.53,延迟
SH00013460,O00013460,W03,城际专线,2026-01-16,3,3,0,35.53,按时
SH00013461,O00013461,W03,顺达,2026-07-03,2,6,4,24.99,延迟
SH00013462,O00013462,W05,云仓配,2025-11-28,2,3,1,33.24,延迟
SH00013463,O00013463,W01,城际专线,2025-12-22,4,2,0,31.29,按时
SH00013464,O00013464,W06,顺达,2026-04-26,4,2,0,23.55,按时
SH00013465,O00013465,W06,迅联,2026-07-22,4,3,0,17.67,按时
SH00013466,O00013466,W05,云仓配,2025-09-10,2,3,1,25.92,延迟
SH00013467,O00013467,W03,京速,2026-04-26,3,4,1,37.65,延迟
SH00013468,O00013468,W06,顺达,2026-04-12,2,1,0,16.85,按时
SH00013469,O00013469,W06,云仓配,2025-09-06,4,4,0,22.07,按时
SH00013470,O00013470,W03,迅联,2026-01-16,2,6,4,17.84,延迟
SH00013471,O00013471,W01,迅联,2025-10-21,4,4,0,24.28,按时
SH00013472,O00013472,W04,顺达,2026-04-21,4,4,0,23.43,按时
SH00013473,O00013473,W04,城际专线,2026-05-05,3,3,0,21.27,按时
SH00013474,O00013474,W03,云仓配,2026-04-12,2,2,0,21.13,按时
SH00013475,O00013475,W03,城际专线,2026-05-22,4,4,0,30.76,按时
SH00013476,O00013476,W03,城际专线,2025-12-27,3,4,1,20.68,延迟
SH00013477,O00013477,W06,云仓配,2026-04-17,2,4,2,22.65,延迟
SH00013478,O00013478,W01,迅联,2026-02-26,4,5,1,27.55,延迟
SH00013479,O00013479,W04,云仓配,2025-08-03,2,5,3,23.22,延迟
SH00013480,O00013480,W04,城际专线,2025-12-03,4,3,0,18.92,按时
SH00013481,O00013481,W05,迅联,2026-05-20,3,2,0,28.57,按时
SH00013482,O00013482,W01,云仓配,2025-09-02,2,3,1,36.78,延迟
SH00013483,O00013483,W03,顺达,2026-04-29,3,5,2,26.66,延迟
SH00013484,O00013484,W02,云仓配,2025-11-22,3,5,2,24.99,延迟
SH00013485,O00013485,W01,顺达,2026-03-26,3,2,0,32.98,按时
SH00013486,O00013486,W02,云仓配,2025-12-11,4,6,2,14.47,延迟
SH00013487,O00013487,W01,顺达,2026-01-13,3,7,4,36.43,延迟
SH00013488,O00013488,W01,京速,2026-05-21,4,3,0,22.5,按时
SH00013489,O00013489,W01,京速,2026-04-04,3,2,0,26.2,按时
SH00013490,O00013490,W04,城际专线,2025-11-10,4,3,0,35.99,按时
SH00013491,O00013491,W03,迅联,2026-06-26,3,3,0,30.87,按时
SH00013492,O00013492,W02,顺达,2026-03-11,3,4,1,21.4,延迟
SH00013493,O00013493,W01,城际专线,2026-03-16,3,2,0,29.83,按时
SH00013494,O00013494,W03,迅联,2025-09-26,4,3,0,14.9,按时
SH00013495,O00013495,W04,顺达,2026-03-12,4,3,0,26.84,按时
SH00013496,O00013496,W03,迅联,2026-04-23,4,2,0,22.1,按时
SH00013497,O00013497,W05,京速,2025-12-14,3,3,0,25.81,按时
SH00013498,O00013498,W05,城际专线,2026-05-26,2,4,2,14.9,延迟
SH00013499,O00013499,W04,迅联,2026-07-24,2,2,0,29.1,按时
SH00013500,O00013500,W06,城际专线,2026-04-19,4,3,0,28.2,按时
SH00013501,O00013501,W01,城际专线,2026-06-18,2,2,0,18.76,按时
SH00013502,O00013502,W05,京速,2025-08-26,3,5,2,34.11,延迟
SH00013503,O00013503,W05,迅联,2026-05-22,4,3,0,16.22,按时
SH00013504,O00013504,W03,云仓配,2025-08-12,2,4,2,25.95,延迟
SH00013505,O00013505,W02,云仓配,2026-04-25,4,5,1,19.93,延迟
SH00013506,O00013506,W04,云仓配,2026-05-31,4,3,0,24.57,按时
SH00013507,O00013507,W03,迅联,2026-06-05,3,2,0,20.45,按时
SH00013508,O00013508,W03,顺达,2025-10-02,4,1,0,18.08,按时
SH00013509,O00013509,W05,云仓配,2026-04-06,4,3,0,27.75,按时
SH00013510,O00013510,W01,京速,2025-12-21,2,4,2,16.91,延迟
SH00013511,O00013511,W04,云仓配,2026-04-30,4,1,0,31.34,按时
SH00013512,O00013512,W02,顺达,2025-09-27,2,2,0,35.91,按时
SH00013513,O00013513,W03,顺达,2025-09-30,2,3,1,27.81,延迟
SH00013514,O00013514,W01,京速,2026-06-07,2,1,0,27.28,按时
SH00013515,O00013515,W02,云仓配,2026-01-08,3,6,3,17.99,延迟
SH00013516,O00013516,W01,城际专线,2026-01-27,4,5,1,11.33,延迟
SH00013517,O00013517,W06,迅联,2026-06-07,3,4,1,18.13,延迟
SH00013518,O00013518,W01,云仓配,2026-01-28,3,6,3,19.43,延迟
SH00013519,O00013519,W05,京速,2026-04-04,2,3,1,38.77,延迟
SH00013520,O00013520,W04,京速,2026-01-26,2,3,1,30.4,延迟
SH00013521,O00013521,W05,城际专线,2025-11-02,2,2,0,31.01,按时
SH00013522,O00013522,W01,顺达,2026-01-07,2,7,5,27.41,延迟
SH00013523,O00013523,W03,云仓配,2026-05-05,3,3,0,22.8,按时
SH00013524,O00013524,W01,城际专线,2026-02-28,3,3,0,24.24,按时
SH00013525,O00013525,W02,云仓配,2026-07-13,3,5,2,24.35,延迟
SH00013526,O00013526,W02,云仓配,2025-10-11,3,2,0,14.33,按时
SH00013527,O00013527,W06,顺达,2025-09-24,4,1,0,19.36,按时
SH00013528,O00013528,W01,迅联,2026-05-07,4,5,1,14.64,延迟
SH00013529,O00013529,W01,城际专线,2026-03-04,2,1,0,18.07,按时
SH00013530,O00013530,W01,云仓配,2025-08-12,4,3,0,29.47,按时
SH00013531,O00013531,W06,城际专线,2025-11-12,3,4,1,16.26,延迟
SH00013532,O00013532,W05,城际专线,2025-12-30,4,6,2,27.74,延迟
SH00013533,O00013533,W03,顺达,2026-05-24,2,3,1,21.64,延迟
SH00013534,O00013534,W04,京速,2025-10-23,2,1,0,12.25,按时
SH00013535,O00013535,W01,城际专线,2026-02-03,3,2,0,22.67,按时
SH00013536,O00013536,W01,京速,2025-10-07,3,6,3,30.72,延迟
SH00013537,O00013537,W06,顺达,2025-10-16,2,3,1,16.68,延迟
SH00013538,O00013538,W04,迅联,2025-08-24,4,3,0,24.01,按时
SH00013539,O00013539,W04,城际专线,2025-10-28,4,7,3,19.51,延迟
SH00013540,O00013540,W01,京速,2026-05-26,2,4,2,24.52,延迟
SH00013541,O00013541,W03,城际专线,2025-12-05,3,7,4,41.62,延迟
SH00013542,O00013542,W04,顺达,2025-09-09,3,3,0,22.68,按时
SH00013543,O00013543,W03,云仓配,2025-10-29,4,3,0,31.58,按时
SH00013544,O00013544,W05,京速,2026-05-02,4,4,0,25.85,按时
SH00013545,O00013545,W04,京速,2026-05-24,2,3,1,18.75,延迟
SH00013546,O00013546,W02,迅联,2026-06-04,4,3,0,28.52,按时
SH00013547,O00013547,W04,城际专线,2025-12-21,2,6,4,17.49,延迟
SH00013548,O00013548,W03,京速,2026-07-13,2,3,1,14.98,延迟
SH00013549,O00013549,W01,迅联,2026-06-17,3,6,3,16.38,延迟
SH00013550,O00013550,W05,迅联,2025-11-04,4,1,0,31.91,按时
SH00013551,O00013551,W06,云仓配,2025-08-10,2,4,2,30.8,延迟
SH00013552,O00013552,W04,顺达,2026-04-21,3,2,0,19.74,按时
SH00013553,O00013553,W03,城际专线,2026-07-20,2,1,0,40.74,按时
SH00013554,O00013554,W04,迅联,2025-08-18,3,5,2,16.35,延迟
SH00013555,O00013555,W05,城际专线,2025-09-11,2,2,0,37.14,按时
SH00013556,O00013556,W05,迅联,2025-08-07,4,6,2,27.26,延迟
SH00013557,O00013557,W04,迅联,2026-06-27,2,2,0,19.15,按时
SH00013558,O00013558,W03,城际专线,2026-06-27,3,2,0,19.38,按时
SH00013559,O00013559,W01,迅联,2025-12-16,4,3,0,24.6,按时
SH00013560,O00013560,W03,顺达,2025-12-05,4,1,0,24.63,按时
SH00013561,O00013561,W05,迅联,2025-09-24,3,3,0,23.54,按时
SH00013562,O00013562,W02,迅联,2025-10-06,3,1,0,34.9,按时
SH00013563,O00013563,W06,迅联,2025-11-19,2,3,1,28.32,延迟
SH00013564,O00013564,W04,云仓配,2025-10-03,3,4,1,35.0,延迟
SH00013565,O00013565,W01,迅联,2026-02-04,2,2,0,36.02,按时
SH00013566,O00013566,W06,云仓配,2025-09-24,2,7,5,18.63,延迟
SH00013567,O00013567,W01,京速,2025-08-09,3,3,0,21.82,按时
SH00013568,O00013568,W04,京速,2026-05-24,2,2,0,25.62,按时
SH00013569,O00013569,W03,迅联,2025-12-14,3,2,0,24.31,按时
SH00013570,O00013570,W04,云仓配,2026-04-24,4,5,1,16.8,延迟
SH00013571,O00013571,W01,城际专线,2025-12-14,4,3,0,28.57,按时
SH00013572,O00013572,W06,迅联,2025-12-05,3,5,2,13.39,延迟
SH00013573,O00013573,W01,城际专线,2025-08-15,4,5,1,21.96,延迟
SH00013574,O00013574,W04,迅联,2026-02-20,4,5,1,32.74,延迟
SH00013575,O00013575,W03,京速,2025-10-02,2,1,0,22.21,按时
SH00013576,O00013576,W03,云仓配,2025-10-05,3,4,1,30.01,延迟
SH00013577,O00013577,W05,顺达,2026-04-05,2,2,0,27.64,按时
SH00013578,O00013578,W04,城际专线,2026-02-25,2,3,1,29.88,延迟
SH00013579,O00013579,W02,顺达,2025-12-30,4,6,2,32.21,延迟
SH00013580,O00013580,W06,京速,2025-12-05,4,3,0,23.15,按时
SH00013581,O00013581,W03,京速,2026-02-04,3,3,0,25.65,按时
SH00013582,O00013582,W05,顺达,2026-05-03,4,4,0,19.01,按时
SH00013583,O00013583,W01,京速,2025-08-25,2,2,0,16.18,按时
SH00013584,O00013584,W04,顺达,2025-08-12,2,4,2,9.59,延迟
SH00013585,O00013585,W03,云仓配,2026-03-10,4,3,0,24.04,按时
SH00013586,O00013586,W05,顺达,2025-08-11,4,2,0,30.22,按时
SH00013587,O00013587,W06,顺达,2025-11-14,2,5,3,28.84,延迟
SH00013588,O00013588,W02,京速,2026-02-24,2,5,3,26.52,延迟
SH00013589,O00013589,W02,迅联,2025-09-01,3,3,0,23.12,按时
SH00013590,O00013590,W03,顺达,2026-02-08,2,6,4,10.26,延迟
SH00013591,O00013591,W03,城际专线,2026-03-30,2,2,0,17.69,按时
SH00013592,O00013592,W05,城际专线,2025-11-23,2,3,1,29.58,延迟
SH00013593,O00013593,W06,顺达,2026-04-13,4,2,0,20.97,按时
SH00013594,O00013594,W02,城际专线,2026-06-23,4,2,0,20.08,按时
SH00013595,O00013595,W04,云仓配,2026-05-22,3,1,0,23.35,按时
SH00013596,O00013596,W05,迅联,2026-07-20,4,2,0,22.62,按时
SH00013597,O00013597,W02,京速,2025-09-03,2,3,1,21.34,延迟
SH00013598,O00013598,W03,京速,2025-09-08,3,2,0,29.19,按时
SH00013599,O00013599,W03,迅联,2026-03-01,2,4,2,29.63,延迟
SH00013600,O00013600,W03,顺达,2026-04-22,4,4,0,24.9,按时
SH00013601,O00013601,W03,京速,2025-10-09,2,3,1,22.04,延迟
SH00013602,O00013602,W01,城际专线,2026-03-28,3,2,0,24.47,按时
SH00013603,O00013603,W02,云仓配,2026-07-04,4,1,0,13.19,按时
SH00013604,O00013604,W06,城际专线,2025-08-21,4,3,0,26.94,按时
SH00013605,O00013605,W02,顺达,2026-03-21,4,2,0,23.25,按时
SH00013606,O00013606,W05,迅联,2026-04-07,3,1,0,20.3,按时
SH00013607,O00013607,W02,顺达,2026-01-23,4,2,0,29.7,按时
SH00013608,O00013608,W05,迅联,2026-03-17,3,5,2,41.79,延迟
SH00013609,O00013609,W05,京速,2025-10-14,4,6,2,28.46,延迟
SH00013610,O00013610,W05,城际专线,2025-11-19,2,3,1,28.14,延迟
SH00013611,O00013611,W02,城际专线,2026-07-17,2,3,1,19.66,延迟
SH00013612,O00013612,W03,云仓配,2026-04-15,3,4,1,27.43,延迟
SH00013613,O00013613,W04,顺达,2025-12-06,4,3,0,27.33,按时
SH00013614,O00013614,W04,京速,2026-03-15,4,3,0,21.16,按时
SH00013615,O00013615,W05,京速,2025-11-27,4,3,0,12.41,按时
SH00013616,O00013616,W03,迅联,2025-12-04,3,2,0,18.49,按时
SH00013617,O00013617,W04,云仓配,2026-04-28,2,2,0,24.35,按时
SH00013618,O00013618,W02,顺达,2026-05-03,2,5,3,21.07,延迟
SH00013619,O00013619,W03,迅联,2025-12-20,3,2,0,36.76,按时
SH00013620,O00013620,W03,京速,2026-05-15,3,4,1,32.45,延迟
SH00013621,O00013621,W01,迅联,2026-03-10,4,3,0,30.43,按时
SH00013622,O00013622,W06,城际专线,2026-05-18,4,3,0,24.15,按时
SH00013623,O00013623,W03,迅联,2026-06-29,3,4,1,29.89,延迟
SH00013624,O00013624,W06,迅联,2025-11-12,4,1,0,22.6,按时
SH00013625,O00013625,W03,京速,2025-09-05,2,3,1,32.97,延迟
SH00013626,O00013626,W04,迅联,2025-08-12,4,4,0,22.31,按时
SH00013627,O00013627,W06,京速,2025-11-09,3,5,2,15.18,延迟
SH00013628,O00013628,W06,顺达,2025-10-31,4,7,3,18.67,延迟
SH00013629,O00013629,W03,京速,2026-06-12,2,3,1,29.07,延迟
SH00013630,O00013630,W06,迅联,2025-12-07,3,3,0,36.89,按时
SH00013631,O00013631,W03,城际专线,2025-08-13,2,7,5,35.29,延迟
SH00013632,O00013632,W04,顺达,2026-04-14,4,2,0,14.35,按时
SH00013633,O00013633,W02,城际专线,2025-09-05,3,4,1,24.31,延迟
