order_id,order_date,month,customer_id,product_id,region,channel,quantity,revenue,cost,gross_margin,discount_rate
O00293,2026-03-25,2026-03,C0055,P004,华南,直播,1,132,70.58,61.42,0
O00294,2026-03-18,2026-03,C0069,P005,东北,直播,5,4387.5,3522.06,865.44,0.1
O00295,2026-04-10,2026-04,C0046,P008,华南,线上,1,1102.45,733.93,368.52,0.15
O00296,2026-06-23,2026-06,C0068,P002,华南,直播,2,518.88,323.49,195.39,0.08
O00297,2026-06-16,2026-06,C0113,P003,华南,经销商,2,1733.28,1097.51,635.77,0.08
O00298,2026-06-27,2026-06,C0022,P002,华北,经销商,3,2083.35,1694.93,388.42,0.05
O00299,2026-05-12,2026-05,C0015,P003,东北,直播,3,4252.2,3226.22,1025.98,0.05
O00300,2026-06-11,2026-06,C0068,P003,华南,门店,3,4727.7,2724.06,2003.64,0.1
O00301,2026-04-16,2026-04,C0008,P003,东北,线上,5,6575,3725.07,2849.93,0
O00302,2026-06-27,2026-06,C0002,P007,华东,线上,1,601.8,479.97,121.83,0.15
O00303,2026-03-19,2026-03,C0108,P007,华南,门店,1,1280,858.21,421.79,0
O00304,2026-02-14,2026-02,C0099,P008,华南,门店,5,5894.75,4576.04,1318.71,0.05
O00305,2026-05-28,2026-05,C0053,P004,西南,线上,5,1640,822.84,817.16,0
O00306,2026-01-08,2026-01,C0010,P002,东北,直播,2,2116.0,1659.76,456.24,0.08
O00307,2026-01-16,2026-01,C0088,P001,华南,经销商,5,3705,2542.0,1163.0,0
O00308,2026-03-12,2026-03,C0005,P003,华东,线上,3,4101,3008.4,1092.6,0
O00309,2026-03-31,2026-03,C0058,P004,华东,直播,5,4345,2033.65,2311.35,0
O00310,2026-05-30,2026-05,C0057,P001,华北,线上,1,1350,718.58,631.42,0
O00311,2026-02-10,2026-02,C0041,P003,东北,经销商,1,1610.0,962.87,647.13,0.08
O00312,2026-05-07,2026-05,C0032,P002,华东,直播,4,4970.8,3760.21,1210.59,0.15
O00313,2026-03-21,2026-03,C0113,P007,华南,门店,4,500,239.43,260.57,0
O00314,2026-04-02,2026-04,C0024,P007,华东,线上,1,621.0,428.83,192.17,0.08
O00315,2026-03-27,2026-03,C0043,P007,西南,直播,4,5652,4336.25,1315.75,0
O00316,2026-03-31,2026-03,C0050,P004,东北,直播,2,1968.4,1167.94,800.46,0.05
O00317,2026-01-09,2026-01,C0086,P005,华北,门店,1,779,412.71,366.29,0
O00318,2026-01-24,2026-01,C0035,P004,西南,直播,5,8950,5666.62,3283.38,0
O00319,2026-03-03,2026-03,C0048,P003,华北,门店,3,1333.65,915.83,417.82,0.15
O00320,2026-03-18,2026-03,C0065,P008,西南,经销商,2,1002.8,733.41,269.39,0.08
O00321,2026-06-02,2026-06,C0076,P008,西南,门店,3,3522,2054.63,1467.37,0
O00322,2026-02-02,2026-02,C0087,P002,华东,直播,5,1201.5,976.04,225.46,0.1
O00323,2026-01-08,2026-01,C0040,P003,华南,门店,1,746.3,420.03,326.27,0.15
O00324,2026-03-01,2026-03,C0025,P006,西南,经销商,1,197.1,164.59,32.51,0.1
O00325,2026-02-19,2026-02,C0092,P002,华南,直播,3,780,425.28,354.72,0
O00326,2026-03-14,2026-03,C0052,P006,东北,门店,4,5667.8,4943.05,724.75,0.15
O00327,2026-03-12,2026-03,C0004,P003,华东,直播,3,3751.05,2992.08,758.97,0.15
O00328,2026-01-07,2026-01,C0032,P008,华东,经销商,4,2723.4,1545.1,1178.3,0.15
O00329,2026-01-30,2026-01,C0117,P005,华北,线上,5,7915,5422.99,2492.01,0
O00330,2026-04-14,2026-04,C0078,P001,华东,门店,2,1924,1346.41,577.59,0
O00331,2026-04-08,2026-04,C0071,P001,华北,门店,3,3490.95,3124.25,366.7,0.15
O00332,2026-05-26,2026-05,C0092,P008,华南,经销商,5,2764.6,2016.79,747.81,0.08
O00333,2026-01-01,2026-01,C0107,P002,华南,线上,3,450.9,325.87,125.03,0.1
O00334,2026-03-04,2026-03,C0005,P002,华东,线上,3,1453.5,1066.94,386.56,0.05
O00335,2026-04-17,2026-04,C0096,P007,东北,线上,5,8885,4822.64,4062.36,0
O00336,2026-03-31,2026-03,C0057,P007,华北,直播,3,4039.2,3113.51,925.69,0.1
O00337,2026-05-11,2026-05,C0087,P001,华东,门店,2,1626.9,1184.61,442.29,0.15
O00338,2026-05-06,2026-05,C0006,P004,华东,门店,5,3070,1935.06,1134.94,0
O00339,2026-05-20,2026-05,C0032,P005,华东,线上,1,402.8,239.38,163.42,0.05
O00340,2026-02-21,2026-02,C0018,P005,东北,直播,2,2524.5,1813.26,711.24,0.15
O00341,2026-03-02,2026-03,C0001,P004,华北,经销商,5,6881.6,3694.55,3187.05,0.08
O00342,2026-06-28,2026-06,C0018,P005,东北,线上,2,2309.4,1358.58,950.82,0.1
O00343,2026-05-21,2026-05,C0098,P007,华南,直播,2,2492.2,1469.17,1023.03,0.15
O00344,2026-04-14,2026-04,C0015,P004,东北,线上,3,299.25,192.33,106.92,0.05
O00345,2026-01-16,2026-01,C0039,P005,西南,线上,2,520.2,337.79,182.41,0.15
O00346,2026-02-11,2026-02,C0057,P006,华北,线上,4,4731.0,2716.77,2014.23,0.05
O00347,2026-01-12,2026-01,C0060,P001,华东,经销商,4,853.4,689.4,164.0,0.15
O00348,2026-01-28,2026-01,C0056,P008,西南,经销商,4,1684.8,1041.2,643.6,0.1
O00349,2026-01-24,2026-01,C0081,P005,华北,门店,5,6698.0,5364.62,1333.38,0.15
O00350,2026-01-21,2026-01,C0096,P003,东北,经销商,1,120.52,95.24,25.28,0.08
O00351,2026-04-05,2026-04,C0082,P003,华南,经销商,5,7380,3569.84,3810.16,0
O00352,2026-06-07,2026-06,C0049,P006,西南,经销商,2,2669.5,1561.38,1108.12,0.05
O00353,2026-02-04,2026-02,C0108,P006,华南,直播,3,1710,792.78,917.22,0
O00354,2026-01-13,2026-01,C0064,P004,华东,经销商,4,3750.2,2214.69,1535.51,0.15
O00355,2026-06-04,2026-06,C0019,P002,西南,直播,2,830,494.89,335.11,0
O00356,2026-01-23,2026-01,C0109,P001,东北,经销商,4,4244,2215.5,2028.5,0
O00357,2026-01-01,2026-01,C0108,P001,华南,经销商,5,8041.5,5275.19,2766.31,0.1
O00358,2026-01-19,2026-01,C0066,P001,华东,门店,4,3092,1839.03,1252.97,0
O00359,2026-02-12,2026-02,C0038,P007,华南,门店,1,888.3,664.09,224.21,0.1
O00360,2026-05-01,2026-05,C0070,P002,东北,门店,3,3140.88,2018.92,1121.96,0.08
O00361,2026-04-13,2026-04,C0104,P002,东北,经销商,1,1326.0,872.68,453.32,0.15
O00362,2026-05-25,2026-05,C0048,P007,华北,经销商,4,4841.6,2820.44,2021.16,0.15
O00363,2026-05-16,2026-05,C0109,P001,东北,线上,2,909.5,742.69,166.81,0.15
O00364,2026-02-07,2026-02,C0072,P006,华北,直播,5,4427.0,2912.0,1515.0,0.05
O00365,2026-04-12,2026-04,C0015,P005,东北,线上,2,898,566.53,331.47,0
O00366,2026-02-26,2026-02,C0084,P005,华南,直播,1,417.6,311.43,106.17,0.1
O00367,2026-02-28,2026-02,C0029,P008,华北,线上,5,5321.0,3050.47,2270.53,0.15
O00368,2026-04-15,2026-04,C0103,P002,华东,线上,4,1278.0,896.99,381.01,0.1
O00369,2026-06-10,2026-06,C0059,P002,华东,门店,4,4776,3674.78,1101.22,0
O00370,2026-05-25,2026-05,C0100,P008,华南,线上,1,342.0,254.21,87.79,0.05
O00371,2026-04-14,2026-04,C0007,P004,东北,门店,3,495,337.41,157.59,0
O00372,2026-04-28,2026-04,C0016,P005,华东,门店,2,1904,1247.09,656.91,0
O00373,2026-05-25,2026-05,C0118,P002,东北,经销商,3,1208.4,885.3,323.1,0.05
O00374,2026-06-24,2026-06,C0106,P001,东北,经销商,3,993,569.08,423.92,0
O00375,2026-05-06,2026-05,C0105,P001,华南,经销商,5,4015,2278.09,1736.91,0
O00376,2026-06-04,2026-06,C0005,P002,华东,直播,2,1141.9,617.51,524.39,0.05
O00377,2026-01-06,2026-01,C0015,P008,东北,经销商,1,1079,511.81,567.19,0
O00378,2026-02-17,2026-02,C0071,P003,华北,门店,3,3791.85,2568.07,1223.78,0.15
O00379,2026-05-31,2026-05,C0069,P005,东北,门店,3,2967,1359.39,1607.61,0
O00380,2026-05-05,2026-05,C0112,P008,东北,直播,1,1719,815.87,903.13,0
O00381,2026-05-02,2026-05,C0089,P003,西南,线上,4,3540,2612.86,927.14,0
O00382,2026-04-03,2026-04,C0068,P006,华南,线上,2,1434,924.13,509.87,0
O00383,2026-02-24,2026-02,C0105,P003,华南,直播,3,4330.44,2632.87,1697.57,0.08
O00384,2026-04-10,2026-04,C0041,P006,东北,门店,1,690.3,467.51,222.79,0.1
O00385,2026-01-06,2026-01,C0059,P004,华东,门店,5,731.0,428.39,302.61,0.15
O00386,2026-03-11,2026-03,C0035,P007,西南,门店,1,1048.8,626.8,422.0,0.05
O00387,2026-06-28,2026-06,C0118,P001,东北,直播,5,8290,6117.08,2172.92,0
O00388,2026-06-12,2026-06,C0047,P002,西南,门店,3,5112,3772.8,1339.2,0
O00389,2026-06-24,2026-06,C0039,P002,西南,门店,3,4542.9,2954.99,1587.91,0.05
O00390,2026-03-31,2026-03,C0043,P007,西南,直播,1,1445.9,1022.29,423.61,0.05
O00391,2026-05-09,2026-05,C0115,P006,华东,门店,2,3474,2705.86,768.14,0
O00392,2026-02-04,2026-02,C0001,P004,华北,经销商,4,3345.12,2111.44,1233.68,0.08
O00393,2026-02-13,2026-02,C0019,P002,西南,经销商,3,4428.9,2485.77,1943.13,0.05
O00394,2026-01-19,2026-01,C0075,P004,华南,经销商,1,1277,702.86,574.14,0
O00395,2026-04-30,2026-04,C0100,P006,华南,经销商,4,6228,4526.1,1701.9,0
O00396,2026-02-14,2026-02,C0115,P005,华东,经销商,3,3597,2518.99,1078.01,0
O00397,2026-03-02,2026-03,C0028,P001,东北,经销商,1,826.16,463.47,362.69,0.08
O00398,2026-05-09,2026-05,C0026,P002,华南,线上,2,3166,2430.97,735.03,0
O00399,2026-01-21,2026-01,C0104,P002,东北,门店,5,3306.5,1925.94,1380.56,0.15
O00400,2026-03-11,2026-03,C0082,P001,华南,线上,3,408,226.89,181.11,0
O00401,2026-06-16,2026-06,C0052,P008,东北,直播,5,6982.5,3730.76,3251.74,0.05
O00402,2026-01-12,2026-01,C0081,P002,华北,直播,5,3519.0,2968.13,550.87,0.08
O00403,2026-03-07,2026-03,C0112,P008,东北,经销商,1,125.4,83.97,41.43,0.05
O00404,2026-01-15,2026-01,C0079,P007,西南,门店,3,1200,547.37,652.63,0
O00405,2026-02-06,2026-02,C0046,P002,华南,门店,3,2696.1,1781.58,914.52,0.05
O00406,2026-06-18,2026-06,C0030,P006,西南,线上,5,2584.0,1847.09,736.91,0.15
O00407,2026-06-15,2026-06,C0084,P005,华南,经销商,5,7019.6,4841.76,2177.84,0.08
O00408,2026-05-14,2026-05,C0017,P005,华东,经销商,3,264.6,178.46,86.14,0.1
O00409,2026-02-08,2026-02,C0052,P004,东北,线上,1,123.3,67.71,55.59,0.1
O00410,2026-05-20,2026-05,C0072,P004,华北,门店,2,1098.0,696.19,401.81,0.1
O00411,2026-02-15,2026-02,C0068,P003,华南,直播,1,678.3,422.98,255.32,0.15
O00412,2026-02-24,2026-02,C0116,P006,华北,线上,4,4088,2276.46,1811.54,0
O00413,2026-01-28,2026-01,C0009,P001,东北,直播,4,5548.0,2743.6,2804.4,0.05
O00414,2026-04-15,2026-04,C0085,P007,东北,直播,2,269.8,129.75,140.05,0.05
O00415,2026-03-03,2026-03,C0046,P004,华南,经销商,2,1374.48,989.17,385.31,0.08
O00416,2026-05-08,2026-05,C0073,P004,华北,门店,2,2008.3,1617.01,391.29,0.05
O00417,2026-03-18,2026-03,C0012,P005,华南,门店,3,242.88,194.78,48.1,0.08
O00418,2026-02-11,2026-02,C0088,P006,华南,线上,5,5993.8,3387.68,2606.12,0.08
O00419,2026-02-23,2026-02,C0006,P006,华东,经销商,4,1667.04,1332.02,335.02,0.08
O00420,2026-06-25,2026-06,C0104,P001,东北,经销商,1,391,193.16,197.84,0
O00421,2026-02-08,2026-02,C0013,P006,华南,直播,2,1752.7,1198.16,554.54,0.15
O00422,2026-03-28,2026-03,C0113,P007,华南,线上,3,396.9,232.59,164.31,0.1
O00423,2026-01-10,2026-01,C0065,P003,西南,线上,5,2493.0,1640.02,852.98,0.1
O00424,2026-01-06,2026-01,C0115,P001,华东,直播,3,636,311.48,324.52,0
O00425,2026-02-04,2026-02,C0001,P007,华北,线上,2,914.6,676.1,238.5,0.15
O00426,2026-05-16,2026-05,C0108,P006,华南,门店,4,904.4,733.29,171.11,0.05
O00427,2026-01-19,2026-01,C0091,P005,华东,线上,2,210.9,119.61,91.29,0.05
O00428,2026-02-20,2026-02,C0053,P001,西南,线上,5,3904.5,1863.86,2040.64,0.05
O00429,2026-06-17,2026-06,C0070,P008,东北,经销商,3,3428.55,2446.16,982.39,0.05
O00430,2026-04-13,2026-04,C0041,P007,东北,直播,5,4314.8,3616.31,698.49,0.08
O00431,2026-04-09,2026-04,C0103,P007,华东,经销商,2,2760,1459.76,1300.24,0
O00432,2026-06-27,2026-06,C0031,P007,华北,线上,2,2876,1376.59,1499.41,0
O00433,2026-01-13,2026-01,C0089,P007,西南,经销商,5,3162.0,2467.3,694.7,0.15
O00434,2026-04-27,2026-04,C0061,P001,东北,直播,4,4271.2,2901.97,1369.23,0.05
O00435,2026-03-02,2026-03,C0046,P007,华南,经销商,1,796.5,476.05,320.45,0.1
O00436,2026-01-19,2026-01,C0119,P004,华南,直播,5,7823.25,4418.5,3404.75,0.05
O00437,2026-03-31,2026-03,C0074,P008,东北,经销商,2,740,559.45,180.55,0
O00438,2026-05-15,2026-05,C0068,P004,华南,门店,2,3315.5,1845.34,1470.16,0.05
O00439,2026-02-09,2026-02,C0023,P008,西南,直播,1,679.88,420.77,259.11,0.08
O00440,2026-02-01,2026-02,C0020,P007,华北,经销商,3,2544,1451.04,1092.96,0
O00441,2026-04-26,2026-04,C0036,P002,东北,直播,4,2480.32,1831.54,648.78,0.08
O00442,2026-06-12,2026-06,C0094,P008,华南,门店,2,2941.2,1632.24,1308.96,0.1
O00443,2026-04-04,2026-04,C0067,P008,华北,直播,2,2574.5,1687.56,886.94,0.05
O00444,2026-03-06,2026-03,C0072,P001,华北,门店,2,145.8,86.78,59.02,0.1
O00445,2026-03-20,2026-03,C0118,P005,东北,直播,3,1809,972.49,836.51,0
O00446,2026-01-24,2026-01,C0110,P008,华东,经销商,1,493,290.69,202.31,0
O00447,2026-06-08,2026-06,C0118,P006,东北,线上,1,1425.08,889.11,535.97,0.08
O00448,2026-03-17,2026-03,C0056,P007,西南,直播,5,8265.0,4926.6,3338.4,0.05
O00449,2026-05-29,2026-05,C0119,P003,华南,线上,5,2006.0,1513.87,492.13,0.15
O00450,2026-06-20,2026-06,C0043,P004,西南,直播,1,223.56,139.77,83.79,0.08
O00451,2026-05-08,2026-05,C0014,P001,华北,直播,5,5676.4,4680.37,996.03,0.08
O00452,2026-04-17,2026-04,C0023,P008,西南,线上,1,901.6,599.88,301.72,0.08
O00453,2026-06-21,2026-06,C0095,P004,华北,经销商,2,1623.6,835.96,787.64,0.1
O00454,2026-05-22,2026-05,C0099,P006,华南,门店,4,6094.08,3239.0,2855.08,0.08
O00455,2026-01-20,2026-01,C0014,P001,华北,线上,4,1040,661.71,378.29,0
O00456,2026-06-24,2026-06,C0092,P004,华南,直播,3,3204,2023.72,1180.28,0
O00457,2026-05-30,2026-05,C0053,P003,西南,门店,1,1363,757.5,605.5,0
O00458,2026-05-13,2026-05,C0024,P001,华东,经销商,5,2889.0,1722.4,1166.6,0.1
O00459,2026-04-09,2026-04,C0085,P005,东北,直播,3,3361.68,2260.45,1101.23,0.08
O00460,2026-06-24,2026-06,C0040,P001,华南,经销商,3,1622.88,1260.64,362.24,0.08
O00461,2026-03-20,2026-03,C0017,P004,华东,直播,1,453.6,335.28,118.32,0.1
O00462,2026-06-18,2026-06,C0091,P008,华东,经销商,5,1752.75,1396.76,355.99,0.05
O00463,2026-02-21,2026-02,C0118,P008,东北,线上,5,7195,4969.27,2225.73,0
O00464,2026-05-17,2026-05,C0053,P002,西南,门店,5,8388.5,4076.4,4312.1,0.05
O00465,2026-04-23,2026-04,C0026,P005,华南,直播,2,3101.4,2245.21,856.19,0.1
O00466,2026-04-24,2026-04,C0113,P004,华南,线上,2,396,234.88,161.12,0
O00467,2026-01-13,2026-01,C0111,P003,东北,线上,1,1572.3,1072.76,499.54,0.1
O00468,2026-05-24,2026-05,C0064,P003,华东,经销商,2,2482.0,1964.39,517.61,0.15
O00469,2026-02-24,2026-02,C0019,P003,西南,门店,2,2274,1372.74,901.26,0
O00470,2026-01-24,2026-01,C0054,P001,西南,直播,2,2715.1,1952.15,762.95,0.05
O00471,2026-06-25,2026-06,C0020,P007,华北,直播,1,1504,697.52,806.48,0
O00472,2026-03-17,2026-03,C0112,P004,东北,门店,5,8132.0,5848.97,2283.03,0.05
O00473,2026-03-21,2026-03,C0042,P005,西南,门店,5,2595,1977.48,617.52,0
O00474,2026-04-11,2026-04,C0042,P001,西南,线上,4,1356.6,871.5,485.1,0.15
O00475,2026-02-20,2026-02,C0020,P008,华北,线上,2,1824.0,1294.16,529.84,0.05
O00476,2026-01-10,2026-01,C0016,P006,华东,经销商,2,2561.4,1775.02,786.38,0.1
O00477,2026-05-06,2026-05,C0003,P006,华东,经销商,4,1080,658.76,421.24,0
O00478,2026-06-03,2026-06,C0026,P002,华南,门店,2,1981.7,1467.22,514.48,0.05
O00479,2026-05-29,2026-05,C0005,P005,华东,经销商,5,6530,5023.05,1506.95,0
O00480,2026-02-19,2026-02,C0085,P003,东北,直播,3,546,305.72,240.28,0
O00481,2026-05-04,2026-05,C0043,P004,西南,经销商,3,1338,949.91,388.09,0
O00482,2026-01-18,2026-01,C0013,P008,华南,直播,5,1555,1005.38,549.62,0
O00483,2026-01-10,2026-01,C0006,P001,华东,门店,5,6330,3711.24,2618.76,0
O00484,2026-04-17,2026-04,C0010,P006,东北,经销商,3,4003.5,3260.73,742.77,0.15
O00485,2026-02-13,2026-02,C0043,P002,西南,经销商,1,1288.0,770.16,517.84,0.08
O00486,2026-01-25,2026-01,C0113,P002,华南,线上,2,638,391.55,246.45,0
O00487,2026-03-25,2026-03,C0032,P008,华东,经销商,2,2239.2,1154.14,1085.06,0.1
O00488,2026-04-04,2026-04,C0037,P004,华东,门店,4,4868,3777.82,1090.18,0
O00489,2026-05-17,2026-05,C0114,P004,华东,直播,1,110,83.74,26.26,0
O00490,2026-06-29,2026-06,C0089,P004,西南,经销商,2,516,258.36,257.64,0
O00491,2026-01-08,2026-01,C0051,P007,东北,线上,5,5705,3116.9,2588.1,0
O00492,2026-01-22,2026-01,C0030,P004,西南,线上,2,2338.2,1778.49,559.71,0.1
O00493,2026-03-04,2026-03,C0077,P002,东北,门店,3,840,437.57,402.43,0
O00494,2026-03-19,2026-03,C0011,P006,华南,直播,4,5168,2343.96,2824.04,0
O00495,2026-04-15,2026-04,C0012,P001,华南,门店,2,651.1,473.97,177.13,0.15
O00496,2026-02-08,2026-02,C0099,P006,华南,经销商,2,994,750.69,243.31,0
O00497,2026-01-18,2026-01,C0102,P001,东北,经销商,4,577.76,391.52,186.24,0.08
O00498,2026-01-18,2026-01,C0026,P002,华南,经销商,1,761.76,397.84,363.92,0.08
O00499,2026-05-30,2026-05,C0103,P003,华东,经销商,4,4953.8,3576.96,1376.84,0.15
O00500,2026-06-27,2026-06,C0116,P005,华北,门店,1,1476.6,1163.16,313.44,0.08
O00501,2026-04-22,2026-04,C0106,P007,东北,线上,5,2941.0,2654.2,286.8,0.15
O00502,2026-01-18,2026-01,C0097,P005,华东,门店,2,1142,735.35,406.65,0
O00503,2026-05-07,2026-05,C0051,P001,东北,经销商,4,5797.0,4605.84,1191.16,0.15
O00504,2026-04-08,2026-04,C0012,P007,华南,经销商,2,2407.2,2055.93,351.27,0.15
O00505,2026-06-19,2026-06,C0102,P007,东北,线上,3,253.65,163.24,90.41,0.05
O00506,2026-01-29,2026-01,C0054,P008,西南,经销商,4,5008.4,3168.31,1840.09,0.05
O00507,2026-05-20,2026-05,C0011,P004,华南,经销商,3,2445.36,1739.29,706.07,0.08
O00508,2026-03-27,2026-03,C0035,P002,西南,门店,2,2789.44,1772.07,1017.37,0.08
O00509,2026-01-31,2026-01,C0088,P004,华南,经销商,1,849,491.22,357.78,0
O00510,2026-02-08,2026-02,C0022,P006,华北,直播,2,1438.2,1184.19,254.01,0.1
O00511,2026-03-20,2026-03,C0041,P008,东北,门店,5,7645.5,4353.84,3291.66,0.1
O00512,2026-04-11,2026-04,C0001,P001,华北,经销商,2,584,350.4,233.6,0
O00513,2026-04-01,2026-04,C0071,P002,华北,经销商,5,6642.4,3570.73,3071.67,0.08
O00514,2026-06-20,2026-06,C0010,P007,东北,经销商,5,6445.75,4047.61,2398.14,0.05
O00515,2026-04-03,2026-04,C0085,P005,东北,直播,4,3906.6,2158.73,1747.87,0.15
O00516,2026-05-07,2026-05,C0089,P006,西南,直播,1,166.6,95.9,70.7,0.15
O00517,2026-04-25,2026-04,C0097,P005,华东,直播,5,1661.75,1271.4,390.35,0.15
O00518,2026-01-09,2026-01,C0062,P006,华北,线上,2,178.6,93.57,85.03,0.05
O00519,2026-04-11,2026-04,C0096,P003,东北,门店,5,6616.75,4576.06,2040.69,0.05
O00520,2026-03-16,2026-03,C0054,P001,西南,直播,5,3884.5,2183.66,1700.84,0.15
O00521,2026-05-07,2026-05,C0089,P006,西南,直播,3,2229,1616.15,612.85,0
O00522,2026-01-13,2026-01,C0115,P006,华东,线上,2,883.8,703.56,180.24,0.1
O00523,2026-02-11,2026-02,C0095,P005,华北,线上,5,1823.25,1186.08,637.17,0.15
O00524,2026-05-31,2026-05,C0050,P005,东北,直播,3,4500,2429.44,2070.56,0
O00525,2026-02-20,2026-02,C0119,P006,华南,经销商,4,3620,2443.19,1176.81,0
O00526,2026-04-11,2026-04,C0050,P006,东北,直播,4,2504,1295.35,1208.65,0
O00527,2026-05-09,2026-05,C0082,P007,华南,经销商,2,3180.6,1555.15,1625.45,0.05
O00528,2026-05-18,2026-05,C0085,P008,东北,经销商,5,6683.8,5073.65,1610.15,0.08
O00529,2026-04-11,2026-04,C0092,P006,华南,线上,4,4423.2,3403.38,1019.82,0.05
O00530,2026-03-08,2026-03,C0099,P008,华南,经销商,1,147.6,118.54,29.06,0.1
O00531,2026-04-01,2026-04,C0034,P006,西南,直播,2,401.4,214.89,186.51,0.1
O00532,2026-01-29,2026-01,C0022,P005,华北,线上,2,2652.0,2168.33,483.67,0.15
O00533,2026-04-14,2026-04,C0108,P007,华南,经销商,3,2481.24,1658.49,822.75,0.08
O00534,2026-03-31,2026-03,C0092,P003,华南,经销商,2,1987.3,1454.22,533.08,0.15
O00535,2026-02-04,2026-02,C0044,P004,西南,门店,1,926,570.14,355.86,0
O00536,2026-05-28,2026-05,C0052,P007,东北,门店,2,2131.8,1355.22,776.58,0.15
O00537,2026-02-08,2026-02,C0086,P004,华北,线上,2,2210,1649.66,560.34,0
O00538,2026-06-16,2026-06,C0113,P007,华南,直播,3,887.4,712.38,175.02,0.15
O00539,2026-06-06,2026-06,C0092,P005,华南,经销商,1,1494.0,1078.34,415.66,0.1
O00540,2026-06-05,2026-06,C0116,P004,华北,线上,2,1426,810.99,615.01,0
O00541,2026-04-03,2026-04,C0090,P001,西南,经销商,5,1135,824.85,310.15,0
O00542,2026-02-25,2026-02,C0059,P001,华东,直播,2,1890.5,1226.06,664.44,0.05
O00543,2026-06-01,2026-06,C0006,P001,华东,门店,5,8160.4,4315.08,3845.32,0.08
O00544,2026-03-17,2026-03,C0043,P006,西南,门店,5,6220,3246.18,2973.82,0
O00545,2026-03-14,2026-03,C0029,P001,华北,经销商,2,248.4,148.61,99.79,0.1
O00546,2026-01-17,2026-01,C0093,P005,东北,直播,1,1277,743.27,533.73,0
O00547,2026-02-27,2026-02,C0103,P001,华东,经销商,3,3328.8,2337.46,991.34,0.05
O00548,2026-01-19,2026-01,C0074,P008,东北,直播,2,1771.92,1482.69,289.23,0.08
O00549,2026-02-18,2026-02,C0079,P006,西南,门店,2,568.56,311.87,256.69,0.08
O00550,2026-01-20,2026-01,C0057,P001,华北,经销商,2,2886.6,2360.94,525.66,0.15
O00551,2026-02-21,2026-02,C0096,P005,东北,线上,1,1354.9,1039.81,315.09,0.15
O00552,2026-01-17,2026-01,C0027,P006,华东,经销商,4,360.4,291.82,68.58,0.15
O00553,2026-05-23,2026-05,C0081,P006,华北,经销商,2,2102.9,1371.03,731.87,0.15
O00554,2026-03-20,2026-03,C0006,P002,华东,线上,2,2840.5,1760.92,1079.58,0.05
O00555,2026-04-27,2026-04,C0044,P002,西南,直播,1,375.25,279.09,96.16,0.05
O00556,2026-05-05,2026-05,C0117,P002,华北,门店,3,4864.95,3109.27,1755.68,0.05
O00557,2026-01-28,2026-01,C0066,P005,华东,线上,4,1930.4,1083.34,847.06,0.05
O00558,2026-02-19,2026-02,C0105,P005,华南,门店,5,4139.5,3357.82,781.68,0.15
O00559,2026-04-22,2026-04,C0018,P003,东北,直播,1,307,211.89,95.11,0
O00560,2026-01-08,2026-01,C0105,P001,华南,线上,1,1029,532.31,496.69,0
O00561,2026-03-24,2026-03,C0080,P006,东北,门店,5,4715.0,3606.71,1108.29,0.08
O00562,2026-01-02,2026-01,C0027,P004,华东,门店,3,2589,1248.83,1340.17,0
O00563,2026-02-21,2026-02,C0059,P008,华东,直播,5,5435.75,4324.11,1111.64,0.15
O00564,2026-01-18,2026-01,C0111,P001,东北,门店,4,1567.68,1133.38,434.3,0.08
O00565,2026-06-16,2026-06,C0089,P008,西南,直播,4,5280,2582.28,2697.72,0
O00566,2026-06-03,2026-06,C0009,P007,东北,门店,2,3436,1551.76,1884.24,0
O00567,2026-06-12,2026-06,C0032,P001,华东,线上,1,489,226.19,262.81,0
O00568,2026-04-13,2026-04,C0120,P004,华南,直播,2,2833.9,1548.96,1284.94,0.15
O00569,2026-03-09,2026-03,C0020,P001,华北,线上,4,430.56,327.53,103.03,0.08
O00570,2026-01-25,2026-01,C0019,P003,西南,线上,5,1858.5,1278.24,580.26,0.1
O00571,2026-05-11,2026-05,C0118,P007,东北,线上,1,227,143.79,83.21,0
O00572,2026-05-09,2026-05,C0091,P002,华东,直播,1,1290.6,936.37,354.23,0.1
O00573,2026-04-12,2026-04,C0072,P001,华北,直播,2,258,186.74,71.26,0
O00574,2026-02-23,2026-02,C0091,P002,华东,线上,2,2677.2,2253.77,423.43,0.08
O00575,2026-05-20,2026-05,C0087,P006,华东,线上,1,220.15,136.97,83.18,0.15
O00576,2026-01-23,2026-01,C0036,P006,东北,经销商,3,2032.05,1066.89,965.16,0.05
O00577,2026-02-19,2026-02,C0011,P001,华南,门店,1,169,114.13,54.87,0
O00578,2026-05-14,2026-05,C0059,P007,华东,线上,4,4791.6,3535.3,1256.3,0.1
O00579,2026-01-06,2026-01,C0092,P001,华南,直播,1,1234.2,718.11,516.09,0.15
O00580,2026-01-15,2026-01,C0080,P003,东北,经销商,3,2804.4,2016.64,787.76,0.05
O00581,2026-03-18,2026-03,C0004,P006,华东,门店,3,2586,1302.06,1283.94,0
O00582,2026-06-17,2026-06,C0098,P008,华南,门店,5,8516.75,4845.45,3671.3,0.05
O00583,2026-01-04,2026-01,C0069,P007,东北,经销商,1,777,489.13,287.87,0
O00584,2026-03-26,2026-03,C0099,P001,华南,线上,2,1562,977.13,584.87,0
O00585,2026-01-10,2026-01,C0055,P006,华南,直播,3,2493,1563.87,929.13,0
